"Adhfe1"
"Tcap"
"Pnmt"
"Ifi35"
"Arl4d"
"Cd300lg"
"Fmnl1"
"Mapt"
"Ace"
"Taco1"
"Afmid,RP23-268N22.1,Syngr2"
"Gaa"
"1810043H04Rik"
"Uts2r"
"Foxk2,Narf"
"Osbp2"
"Slc35e4"
"Mtfp1"
"Uqcr10"
"Kremen1"
"Pgam2"
"Gck"
"Tmed4"
"Nacad"
"Mdh1"
"Ccdc85a"
"Acyp2"
"Chac2"
"Bod1"
"Gm12138"
"Ccng1"
"Cyfip2"
"Sgcd"
"Irgm1"
"Sqstm1"
"Phf15"
"Uqcrq"
"Pdlim4"
"Slc36a2"
"Gm12251"
"Tom1l2"
"Slc47a1"
"Rangrf"
"Pfas"
"Slc2a4"
"Acadvl"
"Slc25a11"
"Cyb5d2"
"Rap1gap2"
"Serpinf1"
"Ccl5"
"Ccl9"
"Ccl6"
"Dynll2"
"Gm20390,Nme1,Nme2"
"Sgca"
"Pdk2"
"Atp5g1"
"Nfe2l1"
"Krt222"
"Gm10039"
"Stat5b"
"Stat3"
"Cyb561"
"Scn4a"
"Scn4a"
"Kpna2"
"Wipi1"
"Abca8b"
"Abca8a"
"Atp5h"
"Acox1"
"Cygb"
"1810049H13Rik"
"Myadml2"
"Dcxr"
"Adi1"
"Nampt"
"Immp2l"
"Pnpla8"
"Akap6"
"4933426M11Rik"
"Ptgr2"
"Dlst"
"Esrrb"
"Ahsa1"
"9030617O03Rik"
"Ifi27l1"
"Tnfaip2"
"Crip2"
"Crip1"
"Ptprn2"
"Ubxn2a"
"Rhob"
"Lpin1"
"Rsad2"
"Dnajb9"
"Heatr5a"
"Egln3"
"Nfkbia"
"Sos2"
"L2hgdh"
"Six4"
"Trmt5"
"Spnb1"
"Vti1b"
"Entpd5"
"Aldh6a1"
"Pgf"
"Nek9"
"Ttc7b"
"Lgmn"
"Ddx24"
"Ifi27l2a,Ifi27l2b"
"Slc25a29"
"Gm3452"
"Ankrd9"
"2010107E04Rik"
"Ahnak2"
"B3galnt2"
"Hist1h4h"
"Hist1h2bc"
"Hist1h1c"
"Fars2"
"Dsp"
"Sirt5"
"Rnf144b"
"Ninj1"
"Tspan17"
"Dapk1"
"2010111I01Rik"
"Slc12a7"
"Erap1"
"Ell2"
"Ryr2"
"Mtr"
"1600012F09Rik"
"Gm11273"
"Hfe"
"Hist1h2ba"
"Acot13"
"Uqcrfs1"
"Mylk4"
"F13a1"
"Nedd9"
"Gfod1"
"Ccdc90a"
"Dtnbp1"
"Nhlrc1"
"Wnk2"
"1110007C09Rik"
"Gm15440"
"Auh"
"Cxcl14"
"Agtpbp1"
"Isca1"
"Fbp2"
"Ube2ql1"
"Ndufs6"
"Lrrc14b"
"Cast"
"Cox7c"
"Ckmt2"
"Rasgrf2"
"Cmya5"
"Mccc2"
"Pik3r1"
"Apoo-ps"
"Ndufaf2"
"Ndufs4"
"Abhd6"
"Thrb"
"Nudt13"
"Adk"
"Anxa11"
"Gm16241"
"Asb14"
"Lrtm1"
"Galntl2"
"Oxnad1"
"Ogdhl"
"Gm3386"
"Gm8113"
"Ang,Rnase4"
"Dhrs4"
"Dcaf11"
"Fitm1"
"Psme1"
"Ctsb"
"Scara5"
"Clu"
"Adra1a"
"Kctd9"
"Phyhip"
"Hr"
"Nudt18"
"Sucla2"
"Tsc22d1"
"1300010F03Rik"
"Itgbl1"
"Fam107a"
"Lrrc3b"
"Nr1d2"
"Timm23"
"3425401B19Rik"
"Ldb3"
"Ghitm"
"Gm6055"
"A930018M24Rik"
"Ndrg2"
"Sdr39u1"
"Sgcg"
"Kpna3"
"6330409N04Rik"
"Msra"
"Ephx2"
"Dock5"
"Slc39a14"
"Itm2b"
"1190002H23Rik"
"Abcc4"
"Oxct1"
"Amacr"
"Ank"
"Cmbl"
"Pgcp"
"Deptor"
"Ndufb9"
"Trib1"
"Ly6e"
"Gpihbp1"
"Cyc1"
"Gpt"
"Cyth4"
"Gcat"
"Maff"
"Syngr1"
"Tef"
"Aco2"
"Csdc2"
"Samm50"
"Parvb"
"Fbln1"
"Ppara"
"Pim3"
"Ppp6r2"
"Tmem117"
"Pfkm"
"Gpd1"
"2310016M24Rik"
"Mettl7a1"
"Acvrl1"
"Nr4a1"
"Tenc1"
"Igfbp6"
"Ghr"
"C7"
"Gm10250"
"Osmr"
"Dnajc21"
"Ankrd33b"
"Cox6c"
"Abra"
"Angpt1"
"Gm10020"
"Fbxo32"
"Tmem65"
"Ndrg1"
"Trappc9"
"Gm3244"
"Lynx1"
"Ly6a"
"Ly6c1"
"Naprt1"
"C030006K11Rik,Lrrc24"
"Mb"
"Txn2"
"Sun2"
"Cbx7"
"Tob2"
"Ndufa6"
"Cyp2d22"
"A4galt"
"Pacsin2"
"Ttll1"
"Kif21a"
"Prkag1"
"Dnaja3,Vasn"
"Rbfox1"
"Abcc1"
"Cebpd"
"Rtn4r"
"Fam131a"
"Bdh1"
"2310010M20Rik"
"Tfrc"
"Kpna1"
"Ccdc80"
"Gm7204"
"Retnla"
"Abi3bp"
"Cpox"
"Jam2"
"Sod1"
"Ifnar2,Il10rb,RP23-190G10.4"
"Ifngr2"
"Fam165b"
"Adcy9"
"Ppl"
"Dexi"
"Myh11"
"0610037P05Rik"
"Prodh"
"D16H22S680E"
"Masp1"
"Bcl6"
"Cpn2"
"Lrrc15"
"Parp14"
"Fbxo40"
"Pla1a"
"Col8a1"
"Tmem50b"
"Dnajc28"
"Zdhhc14"
"Brp44l"
"Sod2"
"Smoc2"
"Eci1"
"Rpl3l"
"Sepx1"
"Tmem8"
"Mrpl28"
"Pacsin1"
"Anks1"
"BC004004"
"Pi16"
"Ndufv3"
"Tap2"
"H2-Eb1"
"Tnxb"
"D17H6S56E-3"
"H2-D1"
"Gm20419"
"Mut"
"Gpr116"
"Rcan2"
"Clic5"
"Mrps18a"
"Fem1a"
"Ndufa11"
"Clpp"
"Alkbh7"
"Trip10"
"Emr1"
"Fam179a"
"Clip4"
"Galm"
"Epas1"
"Ttc7"
"Rsph3b"
"Paqr4"
"Slc9a3r2"
"Ndufb10"
"Itfg3"
"Dusp1"
"2900010M23Rik"
"Ip6k3"
"D17Wsu92e"
"Ppil1"
"Glo1"
"Sik1"
"H2-K1"
"H2-Ea-ps"
"C4b"
"Hspa1b"
"2310061I04Rik"
"H2-T24"
"Enpp4"
"Tmem63b"
"Plin4"
"Plin5"
"Lrg1"
"Dpp9"
"Plin3"
"2410015M20Rik"
"Lonp1"
"C3"
"Ndufv2"
"Rab12"
"Xdh"
"Mcfd2"
"Rpl27-ps3"
"Dtna"
"Lims2"
"0610010O12Rik"
"0610009O20Rik"
"Sh3rf2"
"Myot"
"Tnfaip8"
"Iigp1"
"Cd74"
"Myo5b"
"Acaa2"
"Dym"
"Pstpip2"
"Reep5"
"Gm1614"
"Cd14"
"Ndufa2"
"Synpo"
"Arhgef37"
"Fech"
"Alpk2"
"4933403F05Rik"
"Acy3"
"Doc2g,Nudt8"
"Pcx"
"Ctsf"
"Yif1a"
"Gal3st3"
"Pygm"
"Macrod1"
"Pla2g16"
"Lrrn4cl"
"Fth1"
"Syt7"
"Ms4a4d"
"Prune2"
"Rfk"
"2410127L17Rik"
"Aldh1a1"
"Gm5514"
"Klf9"
"Dock8"
"Papss2"
"Fas"
"Pcgf5"
"Hif1an"
"Gsto1"
"Lrp5"
"Ndufs8"
"Ndufv1"
"Gstp1"
"Rab1b"
"Drap1"
"Neat1"
"Prdx5"
"Gpr137"
"Vegfb"
"Slc3a2"
"Rom1"
"Sdhaf2"
"Tmem109"
"Cntf,Zfp91"
"Gda"
"Pgm5"
"Ppp1r3c"
"Cpeb3"
"Sorbs1"
"Got1"
"Scd1"
"Gm20538,Ndufb8,Sec31b"
"Kcnip2"
"Gpam"
"Nrap"
"Ablim1"
"Prdx3"
"Cdnf"
"Phyh"
"Mrc1"
"Plxdc2"
"Msrb2"
"Otud1"
"Entpd2,Npdc1"
"Abca2"
"Edf1"
"Rapgef1"
"Endog"
"Lrrc8a,Nup188,Phyhd1"
"Hmcn2"
"Ppapdc3"
"Ak1,Eng"
"Gsn"
"Gm13443"
"Arpc5l"
"Kcnj3"
"Xirp2"
"Phospho2"
"Rapgef4"
"Osbpl6"
"Slc43a3"
"Pacsin3"
"Apip"
"Cd59a"
"Immp1l"
"Gm13910"
"Ivd"
"1500003O03Rik"
"B2m"
"Sord"
"Duox1"
"Pldn"
"Sqrdl"
"Mavs"
"Prnd,Prnp"
"1110034G24Rik"
"Gm14094"
"Gm561"
"Plk1s1"
"Pygb"
"Gm14148"
"Srxn1"
"Id1"
"Map1lc3a"
"Trp53inp2"
"Acss2"
"Rbm38"
"Gm14420"
"Meig1"
"Optn"
"Atp5c1"
"Tubb4b"
"Ptgds"
"Nacc2"
"C330006A16Rik"
"Qsox2"
"Ntng2"
"D2Wsu81e"
"Stom"
"Ndufa8"
"Itgb6"
"Grb14"
"Cobll1"
"Scn7a"
"Atp5g3"
"Serping1"
"Ndufs3"
"Nr1h3"
"B230118H07Rik,Rag1"
"Pdhx"
"Cat"
"BB218582"
"A430105I19Rik"
"Ndufaf1"
"Zfp106"
"Ppip5k1"
"Frmd5"
"Fahd2a"
"Mal"
"1500011K16Rik"
"Idh3b"
"Siglec1"
"Cenpb,Spef1"
"Gpcpd1"
"Kif16b"
"Ralgapa2"
"Thbd"
"Cst3"
"2310001A20Rik"
"Acss1"
"Abhd12"
"Pdrg1"
"Cdk5rap1"
"Snta1"
"BC029722"
"Mafb"
"Jph2"
"Fitm2"
"Znfx1"
"Gm14290"
"Atp9a"
"Atp5e"
"Gm4631"
"Gm8898"
"Zfp931"
"Eef1a2"
"BC006779"
"Pkia"
"Cp"
"Nceh1"
"Tnfsf10"
"Mfn1"
"Ndufb5"
"Usp13"
"Intu"
"Larp1b"
"Rnf13"
"Mbnl1"
"P2ry1"
"Mme"
"Gfm1"
"Schip1"
"Ubqln4"
"S100a6"
"Selenbp1"
"Tmod4"
"Ctss"
"Ensa"
"Hfe2"
"Fmo5"
"Csde1,Nras"
"Slc16a1"
"Kcnd3"
"6530418L21Rik"
"Amigo1"
"Dpyd"
"F3"
"Pla2g12a"
"Adh1"
"Eif4e"
"Gbp5"
"Gbp2"
"Eltd1"
"Tmem144"
"Fam160a1"
"Fcrls"
"Sema4a"
"Lmna"
"Rusc1"
"S100a1"
"Ecm1"
"Mrps21"
"Gm129"
"Car14"
"Pde4dip"
"Fam46c"
"Csf1"
"Gstm7"
"Gstm2"
"Gstm1"
"Palmd"
"Abcd3"
"Myoz2"
"Synpo2"
"Gm2078,Mir1895"
"Pdlim5"
"Ptgfr"
"Dnajb4"
"Acadm"
"Coq3"
"Gm12350"
"Dnajb5"
"Tmem8b"
"Nr4a3"
"Murc"
"Fsd1l"
"Tmem38b"
"Slc31a2"
"6330416G13Rik"
"Gm11235"
"Acer2"
"Ak4"
"Oma1"
"Ppap2b"
"Cyb5rl"
"Gm12824"
"Gm12840"
"Nt5c1a"
"Stk40"
"5730409E04Rik"
"BC003266"
"Fndc5"
"Fabp3"
"Slc30a2"
"Asap3"
"Tcea3"
"Camk2n1"
"Akr7a5"
"Aldh4a1"
"Sdhb"
"Hspb7"
"Dhrs3"
"Nppa"
"Dffa"
"Clstn1"
"Gpr157"
"Errfi1"
"Klhl21"
"Acot7"
"BC046331"
"Tmem52"
"2310042D19Rik"
"Car8"
"Otud6b"
"Decr1"
"Pm20d2"
"Ndufb6"
"Bag1"
"AI464131"
"Enho"
"Gm2442"
"Tomm5"
"2810432L12Rik"
"Klf4"
"Ptpn3"
"AI314180"
"Whrn"
"2310002L09Rik"
"Ttc39b"
"Mrpl37"
"Cpt2"
"Podn"
"Scp2"
"Cyp4b1"
"Uqcrh"
"Mmachc"
"St3gal3"
"Smap2"
"Ndufs5"
"Zc3h12a"
"Mtap7d1"
"Wdtc1"
"Extl1"
"C1qb"
"C1qc"
"C1qa"
"Alpl"
"Pink1"
"Pla2g5"
"Nbl1"
"Klhdc7a"
"Arhgef10l"
"Fblim1"
"Tmem82"
"Slc25a34"
"Plekhm2"
"Mfn2"
"Plod1"
"Gm13054"
"Fbxo6"
"Kif1b"
"Rbp7"
"Nmnat1"
"Slc25a33"
"Spsb1"
"Park7"
"2810405K02Rik"
"Vwa1"
"Steap4"
"Abcb1a"
"Abcb1b"
"Abcb4"
"Cacna2d1"
"Magi2"
"Fgl2"
"Hadhb"
"Kcnk3"
"Mapre3"
"Khk"
"Trim54"
"Fosl2"
"Fgfr3"
"Cytl1"
"Sod3"
"Limch1"
"Eif5al3-ps"
"Pf4"
"Art3"
"Nudt9"
"Golga3"
"Mn1"
"Ficd"
"Iscu"
"Ung"
"Acacb"
"Oasl2"
"Coq5"
"Tesc"
"2410131K14Rik"
"Pptc7"
"Setd8"
"Atp6v0a2"
"Gpr133"
"Mdh2"
"Rasa4"
"Fam20c"
"D830046C22Rik,Gpr146"
"Mafk"
"2810453I06Rik"
"6330406I15Rik"
"Cd36"
"Asb10"
"Htra3"
"Wfs1"
"Rab28"
"Gm5292"
"Atp8a1"
"Yipf7"
"Corin"
"Sgcb"
"Tecrl"
"Grsf1"
"Scarb2"
"Coq2"
"Mapk10"
"Gbp4"
"Gbp6"
"Atp5k"
"Pxmp2"
"Cryba4"
"Cmklr1"
"Rnf10"
"Hspb8"
"Srrm4"
"Suds3"
"Pebp1"
"Tpcn1"
"Ptpn11"
"Aldh2"
"Acad12"
"Rad9b"
"Atp2a2"
"Clip1"
"Abcb9"
"Rilpl1"
"Ubc"
"Serpine1"
"Got2-ps1"
"Gna12"
"Flt1"
"Slc46a3"
"Ubl3"
"Hsph1"
"Stard13"
"Tmem106b"
"Gm16854"
"Kcnd2"
"A430107O13Rik"
"Asb15"
"Lmod2"
"Bpgm"
"1810058I24Rik"
"Chrm2"
"1110001J03Rik"
"Gstk1"
"Zfp775"
"Wipf3"
"Aqp1"
"Igkc"
"Immt"
"St3gal5"
"Retsat"
"Suclg1"
"Bola3"
"Dysf"
"Klf15"
"Slc41a3"
"Arl6ip5"
"Bhlhe40"
"Lmcd1"
"8430408G22Rik"
"Tuba8"
"Cd163"
"C1ra,C1rb"
"Clec2d"
"Gabarapl1"
"Crebl2"
"Mgst1"
"Gm20400"
"Lyrm5"
"4833442J19Rik"
"Slc25a13"
"Ndufa4"
"Ppp1r3a"
"Ndufa5"
"Podxl"
"Chchd3"
"Akr1b3"
"Hipk2"
"Rarres2"
"Cycs"
"Hibadh"
"Nod1"
"Crhr2"
"Inmt"
"Ppm1k"
"Smyd1"
"Vamp5"
"Tgoln1"
"Hk2"
"Cyp26b1"
"Spr"
"Lmod3"
"Timp4"
"Ret"
"C1s,Gm5077"
"Ptpn6"
"Kcna5"
"Ndufa9"
"9630033F20Rik"
"Fkbp4"
"Plbd1"
"Mgp"
"Ldhb"
"Tmtc1"
"Ndufa3"
"Isoc2a"
"Dmpk"
"Opa3"
"Rtn2"
"Ckm"
"Cadm4"
"Ethe1"
"2310022A10Rik"
"Ech1"
"Zfp30"
"Cox7a1"
"Tyrobp"
"Hspb6"
"1600014C10Rik"
"Etfb"
"Klk1b26"
"2310016G11Rik"
"Slc17a7"
"Hrc"
"Kcna7"
"Bcat2"
"Dbp"
"Tmem143"
"Nomo1"
"Htatip2"
"Pcsk6"
"Rgma"
"Fam174b"
"Aen"
"Me3"
"2400001E08Rik"
"Art1"
"Pgap2"
"Smpd1"
"Tmem159"
"Sbk1"
"Tufm"
"Trim72"
"Bag3"
"Inpp5a"
"Pnpla2"
"Cd151"
"Lilrb3"
"6030429G01Rik,Tnni3"
"Gm6900"
"C5ar1"
"Ppp1r37"
"Apoe"
"Pvr"
"Rabac1"
"Dedd2"
"Bckdha"
"Axl"
"Timm50"
"Zfp36"
"Capns1"
"Scn1b"
"Mybpc2"
"Myh14"
"Atf5"
"Fcgrt"
"Emp3"
"Kcnj11"
"Csrp3"
"Svip"
"Snrpn"
"Slco3a1"
"Cpeb1"
"Fsd2"
"Fah"
"Tmem126a"
"Thrsp"
"1810020D17Rik"
"Dgat2"
"P2ry6"
"P2ry2"
"Folr2"
"Il18bp"
"Hbb-b2"
"Hbb-b1"
"Apbb1"
"Scube2"
"Lyve1"
"Coq7"
"Tmc7"
"Ndufab1"
"Gsg1l"
"Sult1a1"
"Aldoa"
"Cox6a2"
"Bnip3"
"Gm4459"
"Echs1"
"Cox8b"
"Ifitm3"
"Tollip"
"Mob2"
"6330512M04Rik,Ctsd"
"Trappc5"
"Mcf2l"
"Lamp1"
"Ank1"
"Prosc"
"Tmem66"
"Asb5"
"Mfap3l"
"Cbr4"
"Lpl"
"Pde4c"
"Rab3a"
"Use1"
"Slc27a1"
"Tmem38a"
"Nr3c2"
"Rnf150"
"Ndufb7"
"Gpt2"
"Adcy7"
"Mt2"
"Mt1"
"Herpud1"
"Coq9"
"Gpr56"
"Pdp2"
"Nol3"
"Pdpr"
"Nudt7"
"Mlycd"
"Wfdc1"
"Adprhl1"
"Dcun1d2"
"1810011O10Rik"
"Slc25a4"
"Helt"
"Gm9755"
"Ndufa13"
"Arrdc2"
"B3gnt3"
"Calr3"
"Slc35e1"
"Large"
"Mmaa"
"Tecr"
"Nfix"
"Junb"
"Dnaja2"
"Ces1d"
"Kifc3"
"Got2"
"Tppp3"
"Nqo1"
"Ldhd"
"2310061C15Rik"
"Egln1"
"Mrpl4"
"Icam1"
"Pde4a"
"Atg4d"
"Slc44a2"
"Pigyl"
"Robo4"
"Usp2"
"Scn4b"
"Fxyd6"
"Drd2"
"Cryab"
"Arhgap20"
"Idh3a"
"Cox5a"
"Sema7a"
"6030419C18Rik"
"Clpx"
"Dapk2"
"Rora"
"Paqr9"
"Tfdp2"
"Acad11,Nphp3"
"Twf2"
"Dusp7"
"Lamb2"
"Slc25a20"
"Slc26a6"
"Uqcrc1"
"Myl3"
"Lrrc2"
"Golga4"
"Slc25a38"
"Trak1"
"Zfp651"
"Kbtbd5"
"Abhd5"
"D9Ertd402e"
"Clec3b"
"Kank2"
"Tmem205"
"Rgl3"
"Ecsit"
"Pknox2"
"Gramd1b"
"Tmem25"
"Atp5l"
"Zbtb16"
"Ttc12"
"Dlat"
"Fdx1"
"Etfa"
"Mpi"
"Islr"
"Tpm1"
"Fam63b"
"Gcom1,Myzap,Polr2m"
"Gm8116"
"Me1"
"Ephb1"
"Gm20425,Srprb,Trf"
"Col6a5"
"Alas1"
"Parp3"
"Tex264"
"Mapkapk3"
"Hemk1"
"BY080835"
"Slc38a3"
"Sema3f"
"Dag1"
"Tcta"
"Ccrl2"
"Gpd1l"
"Scn5a"
"Csrnp1"
"Hhatl"
"Ano10"
"Scp2-ps2"
"Fyco1"
"mt-Cytb"
"Tspan7"
"Mid1ip1"
"Slc9a6"
"Mtm1"
"Bgn"
"Slc6a8"
"Abcd1"
"Atp6ap1"
"Ar"
"Itgb1bp2"
"Fgf16"
"Gm7857"
"Rnf128"
"Alas2"
"Rai2"
"Asb11"
"Gpm6b"
"Magix"
"Gm14493"
"Maob"
"Ndufb11"
"Ndufa1"
"Zdhhc9"
"Igsf1"
"Cd99l2"
"Ubl4"
"Vsig4"
"Phka1"
"Tsc22d3"
"Gm15163"
"Pdha1"
"Ddx3y"
"Fam117b"
"Mrpl44"
"5430435G22Rik"
"Mrps14"
"Arfgef1"
"Lgr6"
"Rpl35a-ps2"
"Lrp11"
"Nt5dc3"
"Pde7b"
"Ap1b1"
"Acsl6"
"Dhrs7c"
"Zbtb4"
"Slfn2"
"Mrpl12"
"Nf2"
"Glrx5"
"Prl8a1"
"Chchd1"
"Pcca"
"Ppp3cc"
"Dct"
"Mgat3"
"Fam19a5"
"Enpp2"
"Pmm1"
"5031439G07Rik"
"Pcyt1a"
"Ppard"
"Ier3"
"Pkdcc"
"Gm5499"
"Fez2"
"B3gnt1"
"Nfkb2"
"Ptges2"
"Pkig"
"Kcnb1"
"Gm14421"
"Ppm1l"
"Etfdh"
"Il6ra"
"Adamtsl4"
"BC027582,Olfml3"
"1810030N24Rik"
"Dnajc16"
"Actr3b"
"Ube3b"
"Fastk"
"Letm1"
"Oas2"
"Adck2,Ndufb2"
"Sspn"
"Kcmf1"
"Rab7"
"Akt2"
"Cebpa"
"Tmem86a"
"Isg20"
"Acsl1"
"Aga"
"Sh2d4a"
"Klf2"
"Cdh13"
"Cars2"
"Cpe"
"Pygo1"
"Hyal1,Hyal3,Nat6"
"Deb1"
"Nlrx1"
"Iqsec2"
"Stat1"
"Slc4a3"
"Kcnt2"
"Arhgap30"
"Pex19"
"Fmo1"
"Sdhc"
"Tfb2m"
"Ifngr1"
"Trdn"
"Gzmm"
"Hmha1"
"A430046D13Rik"
"Amd2"
"Vdac1"
"Rilp"
"Ugp2"
"Cbr2"
"AK157302"
"Serpinb6b"
"Hist1h2be"
"Gm15285"
"Gm16439"
"C1qtnf9"
"Tmbim6"
"Abcd2"
"Gm4943"
"Hrasls"
"Ndufa7"
"H2-Q4"
"Tmem204"
"RP23-356J2.13,Rhbdl1,Rhot2,Wdr90"
"Ehd1"
"Vps13a"
"Slc28a2"
"Cebpb"
"Gm14403"
"Gm13340"
"Mrpl41"
"Crat"
"Cd302"
"Dram2"
"Gbp3"
"Cyr61"
"Mrpl50"
"Mlxip"
"Adam1a,Mapkapk5"
"Mmrn1"
"Gm15543"
"Ptcd3"
"Tmem126b"
"Inppl1"
"Nod2"
"Gnpat,Trim67"
"Dnaja4"
"Oaz2"
"Itga9"
"Hsd17b10"
"Osgepl1"
"Btg2"
"Pttg1ip"
"Ramp3"
"G6pc3"
"Slc22a5"
"Cox10"
"Cd68"
"Nr1d1"
"Adck1"
"Asb2"
"Hcn1"
"Cltb"
"Uqcrb"
"Nnt"
"Tm9sf2"
"Mpst"
"Pdzrn4"
"Park2"
"Klc2"
"Asrgl1"
"Dbh"
"Bdnf"
"Gtpbp5"
"Hnmt"
"Agpat2"
"Uqcc"
"Clcc1"
"Pde7a"
"Atpaf1"
"Gstm2-ps1"
"Yif1b"
"Mcee"
"Rab30"
"Clpb"
"Dpysl4"
"Homer2"
"Prss23"
"Slc25a22"
"Gcdh"
"Rrad"
"Gcsh"
"Snapc5"
"Higd1a"
"Cysltr1"
"Fam129a"
"6330578E17Rik"
"Hivep2"
"Rassf9"
"Irf9,Rnf31"
"Mrps16"
"Rtp4"
"BC003965"
"H2-Ke6,Slc39a7"
"Ppp1r11"
"Mrps36-ps1"
"Csf1r"
"Cd274"
"Rrp12"
"5930434B04Rik"
"Lcn2"
"Rap1gap"
"Mrpl1"
"Slc24a6"
"Qdpr"
"Tmem150c"
"Ulk1"
"2210408F21Rik"
"Tmem147"
"2900092E17Rik,Gm20418,Mvp,Prrt2"
"Fnta"
"Sema3b"
"Gm6086"
"Ppp1r12b"
"Cadm3"
"Nenf"
"Nuak1"
"Eif1"
"1110002N22Rik"
"B4galnt2"
"Cys1"
"Ifrd1"
"Comt"
"Park2"
"Flot1"
"Apbb1ip"
"Adamtsl2"
"2900064A13Rik"
"Wisp2"
"Npepl1"
"Bcl2l1"
"Mtfr1"
"Gbp7"
"Sh3glb1"
"Tmem53"
"C1qtnf7"
"2310044H10Rik"
"Fam70b"
"Hcn4"
"Ctsh"
"Plscr2"
"Sorl1"
"C85492"
"Per1"
"Tmem100"
"Abi3"
"Jdp2"
"Ighm"
"Mmrn2"
"St3gal1"
"0610012G03Rik"
"H2-Q7"
"Crim1"
"Mocos"
"Hbegf"
"Ttl"
"Echdc3"
"Atp1a1"
"Chchd7"
"Gm11942"
"Gm8121"
"Tpst2"
"Mlxipl"
"Gm16089"
"Slc10a6"
"Trpv4"
"Wnt11"
"Trim21"
"Cyp4v3,Klkb1"
"Bst2"
"Timm8b"
"Ifrd2"
"Il10ra"
"Gm6644"
"Ier5"
"Serpina3h"
"Pld4"
"Setd3"
"Tppp"
"Slc11a2"
"Clec16a"
"Chrd"
"Synj2"
"H2-Q10"
"Sema6b"
"Gm10053"
"Gm14327"
"Slc25a12"
"Cry2"
"Fibin"
"Ddrgk1"
"Gm14435"
"Paqr7"
"Eif2c4"
"Egln2"
"Idh3g"
"Cnst"
"Lrrc10"
"BC021785,G630090E17Rik"
"Fnip1"
"Adra1b"
"Rnf187"
"Tha1"
"Ntsr2"
"4833439L19Rik"
"Cab39l"
"Mbnl2"
"Psme2"
"Slc48a1"
"Opa1"
"Flywch1"
"H2-T23"
"Gm14026"
"Edn3"
"Ttc30b"
"Flad1,Lenep"
"Arhgef19"
"Acot11"
"Gbp10"
"Fam13a"
"Sirt2"
