"Nck2"
"D0H4S114"
"Fam13b"
"Brd8"
"Prelid2"
"Dpysl3"
"Lox"
"Ppic"
"Zfp608"
"Fbn2"
"Fam38b"
"Cpt1a"
"Cfl1"
"Rcor2"
"Atl3"
"Fads1"
"Fam111a"
"Tmem2"
"Ifit2"
"Kif20b"
"Kif11"
"Hells"
"Scd2"
"Scd4"
"Fam178a"
"Add3"
"Smc3"
"Carns1"
"Tsga10ip"
"Cox8a"
"Incenp"
"Psat1"
"Smc5"
"Rfx3"
"Slc16a12"
"Arhgap19"
"Sephs1"
"Itih5"
"Vim"
"2010317E24Rik"
"Col5a1"
"Ncs1"
"Fubp3"
"Gm13429"
"Gm13456"
"B3galt1"
"Gm13597"
"Cdca7"
"Hnrnpa3"
"Aplnr"
"Arhgap1"
"Ccdc34"
"Thbs1"
"Bub1b"
"D2Ertd750e"
"Casc5"
"Nusap1"
"Casc4"
"Ctdspl2"
"Sema6d"
"Eid1"
"Bcl2l11"
"Dstn"
"Xrn2"
"Tpx2"
"Myl9"
"Tgif2"
"Fam83d"
"Top1"
"Srsf6"
"Ube2c"
"Stx16"
"Itga8"
"Mastl"
"Ehmt1"
"Brd3"
"Stxbp1"
"Zbtb34"
"Pbx3"
"Rnd3"
"Gm13502"
"Spc25"
"Cwc22"
"Ctnnd1"
"2700094K13Rik"
"Olfr1251"
"Mdk"
"Prdm11"
"Tspan18"
"E530001K10Rik,Mir670"
"Gm10800"
"Trim44"
"Rcn1"
"Arhgap11a"
"Atpbd4"
"Bmf"
"Gm1337"
"Myef2"
"Fbn1"
"Ncaph"
"Pcna"
"Sox12"
"Zcchc3"
"Plagl2"
"E2f1"
"Rbm39"
"Dsn1"
"9830001H06Rik"
"Rbl1"
"Matn4"
"E130018N17Rik,Gm14235"
"Zfp217"
"Aurka"
"Bmp7"
"Ppp1r3d"
"Rps24-ps2"
"Fabp5"
"Gm9833"
"Trim55"
"Eif5a2"
"Prkci"
"Gm12563"
"Plk4"
"Postn"
"Smc4"
"4930579G24Rik"
"Fam198b"
"Mex3a"
"Arhgef2"
"S100a11"
"Sv2a"
"Txnip"
"Hmgcs2"
"Tspan2"
"Sort1"
"Slc25a24"
"Cnn3"
"4930422G04Rik"
"Elovl6"
"Cenpe"
"Syde2"
"Lpar3"
"Lrrc40"
"Zfp704"
"Pag1"
"Ect2"
"Ccna2"
"Pcdh18"
"Gm10254"
"Trim59"
"Gucy1a3"
"Cd1d1"
"Cks1b"
"Atp8b2"
"Ttf2"
"Ptgfrn"
"Capza1"
"Slc6a17"
"Prpf38b"
"Vcam1"
"D3Bwg0562e"
"Ptbp2"
"Fnbp1l"
"Tet2"
"Clca1"
"Runx1t1"
"6230409E13Rik"
"Mms22l"
"Unc13b"
"Glipr2"
"Aldh1b1"
"Tmeff1"
"Smc2"
"Ugcg"
"Zfp618"
"Ift74"
"Ror1"
"Cachd1"
"Dhcr24"
"Zcchc11"
"Txndc12"
"Sfpq"
"Marcksl1"
"Gm12966"
"Stmn1"
"Hnrnpr"
"Iffo2"
"Mfap2"
"Gm13152"
"Plag1"
"Tox"
"Zfp292"
"Fancg"
"E130306D19Rik"
"Tpm2"
"Rnf38"
"Zbtb5"
"Gm12484"
"Rpl17-ps4"
"Tnc"
"Gm11223"
"Ptprd"
"Frem1"
"Psip1"
"Slc24a2"
"Dock7"
"Nasp"
"Ptprf"
"Gm12856"
"Rimkla"
"S100pbp"
"Khdrbs1"
"Atpif1"
"Hmgn2"
"Gm13251"
"Cort"
"Phf13"
"Rnf207"
"Agrn"
"Cdk6"
"Sema3d"
"Sema3a"
"Lrrc17"
"Armc10"
"Insig1"
"Ywhah"
"Tacc3"
"Whsc1"
"Rnf4"
"Afap1"
"Slit2"
"Pi4k2b"
"N4bp2"
"Uchl1"
"Tmem165"
"Rest"
"Hmgn2-ps1"
"Mob1b"
"Dck"
"Sept11"
"Ccng2"
"Fras1"
"Ptpn13"
"Zfp326"
"Cdc7"
"Pole"
"Msi1"
"Sfswap"
"Zfp157"
"Sdk1"
"Fscn1"
"Mir5105"
"Brca2"
"Pds5b"
"Cyp51"
"Dbf4"
"Gnai1"
"Rsbn1l"
"Prkag2"
"Tyms"
"Spon2"
"Lcorl"
"Bend4"
"Cenpc1"
"Ccni"
"Hnrnpd"
"Evi5"
"Adrbk2"
"Dynll1"
"Cox6a1"
"Zcchc8"
"Vps37b"
"Scarb1"
"Eln"
"Ttyh3"
"Tnrc18"
"Hmgb1"
"Col1a2"
"Casd1"
"Peg10"
"Ppp1r9a"
"Asb4"
"Ccdc136"
"Cpa1"
"Mest"
"Casp2"
"Cbx3"
"Creb5"
"Gars"
"Avl9"
"Smarcad1"
"Mad2l1"
"Serbp1"
"Zfml"
"Tgfa"
"Tia1"
"Bmp10"
"Setd5"
"Cdkn1b"
"Sgce"
"Copg2"
"Ptn"
"Creb3l2"
"Zc3hav1l"
"Fam115a"
"Ezh2"
"Jazf1"
"Tmsb10"
"Dnahc6"
"Tet3"
"Antxr1"
"Sec61a1"
"Podxl2"
"Mcm2"
"Adamts9"
"Rybp"
"Pdzrn3"
"Rad18"
"Mbd4"
"Gpr162"
"Ptms"
"Ncapd2"
"Ccnd2"
"Dynlt1-ps1"
"Fam60a"
"Suv420h2"
"Ccdc8"
"Eml2"
"Gm9844"
"Hnrnpl"
"Hmg1l1"
"Tead2"
"Nav2"
"Ndn"
"Chsy1"
"Igf1r"
"Prc1"
"Mex3b"
"Sytl2"
"Prcp"
"Ucp2"
"Rrm1"
"Olfr608"
"Gm10156"
"Mical2"
"Parva"
"Tgfb1i1"
"Tnnt1"
"Zim1"
"Peg3"
"Hif3a"
"Grik5"
"Pafah1b3"
"Actn4"
"Arhgap33"
"Wtip"
"C80913"
"Ccne1"
"Gm5593"
"Snrnp70"
"E2f8"
"Gm17504"
"Mef2a"
"4833412C05Rik"
"Hdgfrp3"
"Mesdc1"
"Olfr607"
"Olfr609"
"Olfr610"
"Dkk3"
"Plekha7"
"Pik3c2a"
"Arl6ip1"
"Eri2"
"Xpo6"
"Adam12"
"Mki67"
"H19,Mir675"
"Igf2"
"Cdkn1c"
"Osbpl5"
"Cttn"
"Stxbp2"
"Gm6483"
"Plat"
"Gpr124"
"Eif4ebp1"
"Tusc3"
"Slc7a2"
"Pcm1"
"Fat1"
"Casp3"
"Dctd"
"5033428I22Rik"
"Hmgb2"
"Mcm5"
"Asf1b"
"Orc6"
"Cmtm3"
"Cdh3"
"Nfat5"
"Zfp821"
"Cenpn"
"Shcbp1"
"6820431F20Rik"
"Neil3"
"Sap30"
"Neto2"
"Sall1"
"Tox3"
"Cdh11"
"Cenpt"
"Cnn1"
"Adamts8"
"Arhgap32"
"Cdon"
"Mcam"
"H2afx"
"Ireb2"
"Hmg20a"
"Cspg4"
"Gm6166"
"Tipin"
"Adam10"
"Aldh1a2"
"Zfp280d"
"Rfx7"
"Nedd4"
"Wdr72"
"Ick"
"Cd109"
"Senp6"
"Gm10123"
"Rbp1"
"Stag1"
"Topbp1"
"Wdr82"
"Cacna2d2"
"Smarcc1"
"Dync2h1"
"Dnmt1"
"Anln"
"Dpy19l1"
"Tbx20"
"Hyls1"
"AW551984"
"Cep164"
"Pafah1b2"
"Ncam1"
"Dixdc1"
"Cd276"
"Kif23"
"Fem1b"
"Zwilch"
"Tcf12"
"Mapk6"
"Lrrc1"
"7SK"
"Eef1a1"
"Col12a1"
"Phip"
"Hmgn3"
"Snap91"
"Tbx18"
"Snhg5"
"BC043934"
"Rasa2"
"Acpl2"
"4930579K19Rik"
"Tmem108"
"Col6a6"
"Klhdc8b"
"Wdr6"
"Pth1r"
"Rpl3-ps1"
"Usp11"
"Xiap"
"Ddx26b"
"Fmr1"
"Aff2"
"Prrg3"
"Zfp275"
"Tbl1x"
"Tmem47"
"Heph"
"Nono"
"Ogt"
"Nhsl2"
"Lpar4"
"Zfp711"
"Klhl4"
"Mdm4-ps"
"Tmem35"
"Rpl36a"
"Armcx4"
"Armcx1"
"Armcx3"
"Armcx5,Gprasp1"
"Bhlhb9"
"Arxes2"
"Wbp5"
"Ngfrap1"
"Nrk"
"Mid2"
"Tmem164"
"Phka2"
"Clcn5"
"Suv39h1"
"Rbm3"
"Klhl13"
"Sept6"
"Smarca1"
"Elf4"
"Zfp280c"
"Gpc3"
"C430049B03Rik"
"Plac1"
"Fam122b"
"Rbmx"
"Slitrk4"
"Renbp"
"Gm8806"
"Gm8822"
"Pola1"
"Pdk3"
"Maged1"
"Pja1"
"Ercc6l"
"Xist"
"Slc16a2"
"Zdhhc15"
"Zcchc5"
"Itm2a"
"2610002M06Rik"
"Brwd3"
"Tspan6"
"Armcx6"
"Armcx2"
"Zmat1"
"Tceal8"
"Bex1"
"Tmsb15b1,Tmsb15b2,Tmsb15l"
"Morc4"
"Col4a6"
"Acsl4"
"Ammecr1"
"Capn6"
"Gm5644"
"Lrch2"
"Tro"
"Maged2"
"Shroom2"
"Prdx4"
"Nhs"
"Prps2"
"Lin9"
"Gm5526"
"Gm10072"
"Erbb4"
"Ncl"
"Fbxo5"
"Dna2"
"Ptbp1"
"Nap1l1"
"2610008E11Rik"
"Col23a1"
"Specc1"
"Pirt"
"Ppm1d"
"Ccdc99"
"Mmp28"
"Luc7l3"
"Pcgf2"
"Asxl2"
"Rbm25"
"Ywhaq"
"Prpf4b"
"Mtx3"
"Ddhd1"
"Scara3"
"Dis3"
"Arid2"
"Nrbp2"
"Rabl3"
"Ddah2"
"Cchcr1"
"Cacna1h"
"D17H6S56E-5"
"Zfp397"
"Pcyox1l"
"Afap1l2"
"Ccdc3"
"Mcm10"
"Ckap2l"
"Ppp4r1l-ps"
"2810403A07Rik"
"Gja5"
"Notch2"
"Trim33"
"Slc39a8"
"H2afz"
"Zmat3"
"Gnb4"
"Cntln"
"Grik3"
"Srrm1"
"Fbxo44"
"Bcl7a"
"2900026A02Rik"
"Alms1"
"D6Wsu116e"
"Tsga14"
"Lig1"
"Gm7964"
"St5"
"Lrdd"
"Lass4"
"Gm15758"
"Zfp827"
"Cfdp1"
"Ilf3"
"Zfp105"
"Ntm"
"Chek1"
"2610101N10Rik"
"Mid1"
"Upf3b"
"Mbnl3"
"Atrx"
"Kctd12b"
"Prim2"
"Mdm4"
"Hsd17b7"
"Reps1"
"Cd164"
"Socs2"
"Trp53"
"Samd14"
"Rara"
"Cdr2l"
"Myocd"
"C630004H02Rik"
"Foxc1"
"Prelid1"
"Zfp192"
"Golm1"
"Trim35"
"Loxl2"
"Gmfb"
"Eny2"
"Basp1"
"Arf3"
"Ccdc14"
"Zfp948"
"Nfya"
"Prkd3"
"Mib1"
"Nedd4l"
"Spata24"
"Nxf1"
"Cpsf7"
"Tmem132a"
"Fam48a"
"Abca4"
"Usp1"
"Arid1a"
"Wdr19"
"Cep135"
"Rfc2"
"Pan3"
"Gm15484"
"Cdca3"
"Emp1"
"Cttnbp2"
"Eno2"
"6330503K22Rik"
"Blm"
"4632427E13Rik"
"Gm10060"
"Gm17517"
"Ctxn1"
"Sc4mol"
"Rbms3"
"Nsdhl"
"Plxna3"
"Cenpi"
"Mum1l1"
"Morf4l2"
"Tceanc"
"Npas2"
"Mybl1"
"Rab17"
"Acss3"
"Nup107"
"2410006H16Rik"
"Cntrob"
"Ccdc57"
"Cdkl1"
"Gm20554"
"Mast4"
"Pbrm1"
"Cacnb3"
"Gm15430"
"Robo2"
"Pim1"
"Ube2i"
"Cpne5"
"Zfp871"
"Ccdc112"
"Gm9493"
"Cep110"
"Rbm45"
"Lgr4"
"Trpm7"
"8430427H17Rik"
"Rpl21-ps10"
"Pgrmc2"
"Serp1"
"Dclk2"
"Sec24b"
"Srsf11"
"2610002J02Rik"
"Igfbpl1"
"Rpl6"
"Nfxl1"
"1500011B03Rik,2610524H06Rik,Gm20499"
"Pom121"
"Zdhhc4"
"4933413G19Rik,Foxm1"
"Nup210"
"Tmc3"
"Vasp"
"Nup93"
"Slc9a5"
"Ldlr"
"Kdelc2"
"Ptpn9"
"Cdc25a"
"Kif15"
"Cx3cr1"
"Ctps2"
"Hs6st2"
"Bzw1"
"Pogk"
"Wif1"
"1700052N19Rik"
"Ncoa7"
"Mfap3"
"Cbx1"
"Cbx2"
"Pole2"
"Cplx2"
"Zfp367"
"Cep72"
"Itga2"
"Zfp41"
"Nmral1"
"Ranbp1"
"Abcc5"
"Alcam"
"Trerf1"
"Srsf7"
"Nrarp"
"Pard6b"
"Stam2"
"Tpd52"
"Frem2"
"Gucy1b3"
"Pmf1"
"Cd101"
"Larp7"
"Stil"
"Gnb1"
"Haus6"
"Gm13157"
"Adamts3"
"Slc37a3"
"Odz4"
"Zfp329"
"Clasrp"
"Ebf3"
"Zfp868"
"AK129341"
"Kdm6a"
"Stag2"
"6720401G13Rik"
"Creb1"
"Sertad4"
"Cdc27"
"Azi1"
"Dhfr"
"Pspc1"
"Cdca2"
"B3gnt5"
"Zfp13"
"Hnrpll"
"Gm17552"
"Btbd3"
"Gins1"
"Sp3"
"Iqgap3"
"Usp46"
"Hnrnpf"
"Tril"
"Fbxl19"
"Sfrp1"
"Npat"
"Dzip1l"
"Nktr"
"Cep57"
"Phf16"
"Dock11"
"Gm6377,Sh3bgrl"
"Fam70a"
"B230206F22Rik"
"Pi15"
"Tmem183a"
"Samd5"
"Unc119"
"Prkar2b"
"Haus4"
"Kctd12"
"Krt80"
"Ttc3"
"Zfp760"
"Zfp57"
"1110038B12Rik,AC087117.1,AC087117.2,Snord52"
"Iws1"
"Ide"
"Arl5b"
"Lass6"
"Dpp4"
"Zfp408"
"Zfp334"
"Pogz"
"Fam73a"
"Gm13127"
"Cdkn2c"
"Fzd1"
"Hnrpdl"
"Gtl3"
"Zfp266"
"Mlh1"
"Slc9a7"
"Nucks1"
"Phlda3"
"Fam135a"
"1500010J02Rik"
"Ankfy1"
"2810410L24Rik"
"Hiatl1"
"Cbx5"
"Ccdc50"
"Gcfc1"
"Plekhh2"
"Arl6ip6"
"Gca"
"Cbfa2t2"
"Rab13"
"Pde5a"
"Hs2st1"
"Ubn2"
"Abcg2"
"Rps16"
"Zfp609"
"Dlg3"
"Igsf9"
"Rftn2"
"Fzd5"
"Osbpl8"
"Sugt1"
"Rictor"
"Scube1"
"Naa40"
"Myh7b"
"Tpm3"
"Anxa5"
"Gnai3"
"Nipsnap3b"
"Megf6"
"Rbbp4"
"Cyth3"
"Dera"
"Zfp422"
"Ccdc111"
"Mbtps1"
"Myo9a"
"Tpbg"
"Lbr"
"Hlx"
"Nr2c1"
"Ccdc88a"
"Zfp354c"
"Brip1"
"Tmem41a"
"Epb4.1l4a"
"Tjp2"
"Mybl2"
"Gm10151"
"Rcc2"
"Fbxo10"
"Shb"
"Tbc1d1"
"Trim28"
"Samd4b"
"Dusp4"
"Ubash3b"
"Slc25a36"
"Hdx"
"Cspp1"
"Gm3608"
"Dsel"
"Ccdc138"
"Dse"
"Spata13"
"Mta2"
"Itpka"
"Wdr76"
"Rap2b"
"Mtap9"
"Apitd1"
"BC005561"
"Agbl3"
"Mtap7d3"
"Bcl2"
"Camk1g"
"Tle2"
"Fam184a"
"4930427A07Rik"
"Dbn1"
"Erbb2ip"
"Dcbld2"
"Ankrd16"
"Rbm43"
"Atg4c"
"Fam92a"
"Slbp"
"Mcm7"
"Rad51ap1"
"Gtf3c1"
"2610203C20Rik"
"Scn10a"
"Nuf2"
"Pcbd1"
"Rps12"
"Cep57l1"
"A230004M16Rik"
"Eif4a1"
"Tmem97"
"Dicer1"
"Ptk2b"
"Zfp523"
"Kctd5"
"Arhgap28"
"Apcdd1"
"Ppp1r26"
"Cd93"
"Papss1"
"Gm13237"
"Srd5a3"
"Maz"
"Ip6k2"
"Spc24"
"Tmem136"
"Hdac6"
"Thoc2"
"Arid5b"
"Spag5"
"Map2k6"
"Dhx33"
"Ptch1"
"Papd4"
"Acvr1b"
"Zfp229"
"Rsu1"
"C530008M17Rik,Gm10430"
"Dmtf1"
"Sorcs2"
"Mansc1"
"Copb1"
"Kif22"
"Ccnd1"
"Nsl1"
"Fstl4"
"Bcl11b"
"Nsa2"
"Arhgap31"
"Cdan1,Ttbk2"
"Frrs1"
"Nbea"
"Gm10288"
"Cdk5rap2"
"Kntc1"
"Sept7"
"Atp7a"
"Mcm9"
"Sdc1"
"0610007P14Rik"
"Gm5446"
"Rnf219"
"Tcerg1"
"Tex10"
"Nup205"
"Sae1"
"Isyna1"
"4931406C07Rik"
"Ccnb2"
"BC055324"
"Nav3"
"Brpf3"
"Lbh"
"Steap2"
"Nfe2l3"
"Ctr9"
"Gipr"
"Tex9"
"Chst2"
"Eda"
"Fam123b"
"Ttyh2"
"Gm7125"
"Pmvk"
"Rod1"
"Lrrc8b"
"Tra2a"
"Sltm"
"Tbx2"
"Fkbp10"
"2810408A11Rik"
"Plekhh1"
"Rcor1"
"4930474H06Rik"
"Edn1"
"Slc35d2"
"Spink10"
"Zfp937"
"Bbs7"
"Pabpc4l"
"Rap1gds1"
"Peg12"
"Whsc1l1"
"Cmtm7"
"Rpl31"
"Ccdc104"
"Rph3al"
"Ngfr"
"Pycr1"
"Dhrs7"
"Ssb"
"Igsf3"
"Ift80"
"BX537327.1"
"Fam159a"
"Fam193a"
"D930016D06Rik"
"Krba1"
"Slc38a5"
"Gm14470"
"Scml2"
"Tceal5"
"Fam124b"
"Smc6"
"Dgkh"
"Ripk4"
"Psd4"
"Cercam"
"Lepr"
"Pcgf3"
"5930416I19Rik"
"Sept1"
"Mcmbp"
"Cnnm3"
"Lin28b"
"Lrrc9"
"Bik"
"Ifnar1"
"Thbs2"
"Zfp947"
"Minpp1"
"5730508B09Rik"
"Mthfd2l"
"Ckap2"
"Med14"
"Zwint"
"Ppp1r14c"
"Lrrc45"
"Ttc9"
"Cks2"
"Rbm26"
"Cep97"
"Slc25a27"
"Src"
"Creb3l1"
"Rasl11b"
"Dnm3os"
"Tgfb2"
"Dtl"
"Rtkn2"
"Hmga2"
"Kif3a"
"Purb"
"Grhl1"
"Akap5"
"Prkd1"
"Ripk3"
"N6amt1"
"Rpl10a"
"Nmt2"
"4933427J07Rik"
"Anp32e"
"Tgfbr1"
"Sh3gl3"
"Csnk1g1"
"Cgnl1"
"Rbm5"
"Cenpl"
"Clk1"
"Spin1"
"A630055G03Rik"
"Zfp318"
"Nme4"
"Cep55"
"Rpa2"
"Tmem209"
"Gatad2a"
"Srsf1"
"Etv4"
"Id2"
"Akt1"
"Rbm24"
"Npr3"
"Tcf7l2"
"Dpp3"
"2810046L04Rik"
"Alg2"
"Coro1c"
"Zscan18"
"Wdr13"
"Rps6ka6"
"Lrrn2"
"Kcnh6"
"Nln"
"Ss18"
"Cep152"
"Fam126a"
"Gm7363"
"Cdh20"
"Dusp10"
"Tbata"
"Unk"
"2410018L13Rik"
"2210404O09Rik"
"Gm6724"
"Gtf2b"
"Cald1"
"Sbf2"
"Nme7"
"Snx6"
"Eif2c2"
"Fndc1"
"Kcna4"
"Cdca8"
"Zfp362"
"Chd4"
"Zfp260"
"4632434I11Rik"
"Gm5931"
"Maoa"
"Ywhae"
"Rps7"
"Cggbp1"
"Lca5l"
"Cdc23"
"Casp7"
"Fam160b1"
"Kdm2b"
"Rfc3"
"Fam76b"
"Gm16869"
"Ttll4"
"Nr5a2"
"Gm15453"
"Fam54a"
"Acap1"
"Slitrk6"
"Akap8"
"Sfrs18"
"Gm10043"
"Piga"
"Zfp207"
"Chd3"
"Ncrna00085"
"Polr3f"
"Fat4"
"Gmeb1"
"Emid2"
"Wdr91"
"Slc19a3"
"Wdr35"
"Inhba"
"Zbed3"
"Rpl23a-ps3"
"Zbtb10"
"Fancd2"
"Ccdc102a"
"Epb4.1l2"
"Meis1"
"Pbk"
"Dpysl2"
"2510009E07Rik"
"Prpf38a"
"Trim37"
"Map4k5"
"Diras2"
"Gm10093"
"Rnf138"
"Sfxn2"
"Dhx36"
"Fam133b"
"Igf2bp3"
"Nkd1"
"Arhgap36"
"Cct2"
"Ckb"
"Arl10"
"Abhd4"
"Mamdc4,Phpt1"
"Stox2"
"Hprt"
"Usp22"
"Itga1"
"Chd8"
"Snai2"
"Gm13889"
"D3Ertd254e"
"Fam189b"
"Eif4a-ps4"
"Itgb8"
"Fzd3"
"Kirrel"
"Zfp37"
"Thumpd1"
"2310022B05Rik"
"H2afy2"
"5730507C01Rik"
"Bub1"
"Ptpn23"
"Extl3"
"Hhex"
"Adamtsl1"
"Rpa3"
"Mmp15"
"Zswim4"
"Stt3a"
"Csk"
"Tmem9"
"Zfp369"
"Epha7"
"Gm17092"
"Far1"
"Ears2"
"Zfp846"
"5530601H04Rik"
"Mex3d"
"Dcp1a"
"Ctdspl"
"Il1rl2"
"Cacna1g"
"Dnmt3a"
"Rasa1"
"Usp6nl"
"Sart3"
"Zfp467"
"Pold1"
"Pold3"
"Mt3"
"Camsap2"
"Pfn1"
"Cacna1d"
"D19Bwg1357e"
"Trp53inp1"
"Gins3"
"Gm10282"
"Epm2aip1"
"Plekhg1"
"Gm9855"
"Cdc6"
"Acat2"
"Gm8203"
"Gprasp2"
"Tax1bp3"
"Ttc8"
"Hlcs"
"Cdc42"
"4933436C20Rik"
"Gm8292"
"Usp37"
"Hsf2"
"Fam172a"
"Zfp647"
"Ly75"
